,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
1527,April 1 2023 - 12:00 AM,2.0,USA installed,1.0,,1.0,1.0,,,,Yes,"121 kWh/m²
kilowatt hour per square meters",C,20180112-0000519251-01-4,24 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,050
1050 €","€ 150
150€",No,"€1,050 (+ €150)
1050€ + 150€ per month","1 bedroom | 77 m²
square meters",Ask for the exact address,Apartment for rent,5.0,2.0,1.0,"77 m²
square meters","33 m²
square meters","15 m²
square meters",,Yes,,,Yes,,"Boulevard du Souverain, 254
1160 - Auderghem",http://www.eurohouse.be,5215916,EuroHouse sa,2009.0,As new,,,,Yes,,,Yes,No,,,,,,No,,,,To be defined,,"In a recent building a few minutes ULB, Metro Delta, Japanese school, beautiful furnished apartment of + - 77m ² composed of an entrance hall with toilet, a beautiful living room of + - 33m ² with wooden floors, kitchen equipped open, 1 bedroom + - 15m ² parquet with bathroom and washing machine , cellar, indoor parking (+ 100 € / m), double glazing, videophone, security door, draperies, fixtures, softener, ... .available 01/04/2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,April 1 2023 - 12:00 AM,2.0,Hyper equipped,2.0,,1.0,2.0,,,,,"121 kWh/m²
kilowatt hour per square meters",C,Not specified,25 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,200
1200 €","€ 130
130€",No,"€1,200 (+ €130)
1200€ + 130€ per month","2 bedrooms | 137 m²
square meters",Ask for the exact address,Apartment for rent,7.0,3.0,,"137 m²
square meters","45 m²
square meters","20 m²
square meters","16 m²
square meters",No,"4 m²
square meters",Yes,Yes,,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5215962,Victoire (Location),1990.0,Just renovated,,,,Yes,,,Yes,No,,,,,,No,,,,Depending on the tenant,,"Uccle - Molière / Place Brugmann, beautiful apartment of 137 m², located on the 2nd floor, in a 1990 building close to shops and transport. The apartment is composed of a day and night hall with numerous cupboards, large living room with terrace (45 m²), fully equipped kitchen and laundry room, 2 large bedrooms (20 and 16 m²) with terrace and cupboards, bathroom bathroom, shower room, cellar. Possibility to rent 1 parking space (+ 100 EUR). Individual gas heating, armored door, double glazing, video parlophony. Excellent PEB: C. Charges: 130 EUR (commons and water). Available on the 1 April. More info: www.victoire.be",,,,,,,,,,1.0,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,March 1 2023 - 12:00 AM,7.0,Hyper equipped,2.0,,nan,2.0,,,,Yes,"269 kWh/m²
kilowatt hour per square meters",E,Not specified,53 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,975
1975 €","€ 325
325€",No,"€1,975 (+ €325)
1975€ + 325€ per month","2 bedrooms | 135 m²
square meters",Ask for the exact address,Apartment for rent,7.0,2.0,,"135 m²
square meters","60 m²
square meters","15 m²
square meters","11 m²
square meters",No,"5 m²
square meters",Yes,,,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5206243,Victoire (Location),,As new,,,,Yes,,,Yes,Yes,,,Yes,,,No,,,,To be defined,,"Quartier Commission / Montoyer - Fabulous unfurnished apartment located on the 7th and last floor with an area of 135 m². It consists of a spacious entrance hall with toilets and with armored door, a spacious 60m² living room opening onto the terrace, a fully equipped separate kitchen, two beautiful bedrooms of 15 and 11m², a shower room with washing machine and dryer. , a toilet. Cellar. Free on March 1. Charges: €325/month provision for commons, heating, hot water and concierge. Exceptional location, to see without delay! More information: www.victoire.be",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,February 1 2023 - 12:00 AM,nan,Installed,2.0,,1.0,2.0,,,,,"186 kWh/m²
kilowatt hour per square meters",D,20220801-0000617964-01-3,37 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,650
1650 €",,No,"€1,650/month
1650€ per month","2 bedrooms | 180 m²
square meters",1160 — Auderghem,House for rent,,2.0,,"180 m²
square meters","39 m²
square meters","16 m²
square meters","14 m²
square meters",No,"30 m²
square meters",Yes,,,"Avenue des Cerisiers, 212
1200 - Woluwe-St-Lambert",http://www.expertissimmo.eu,5217823,Expertissimmo,1970.0,As new,,,,,,,No,No,Yes,,Yes,,,No,,,,Immediately,,"AUDERGHEM -- Excellente situation dans une rue très calme entre la chaussée de Wavre et le boulevard du Souverain à proximité des commerces, des transports en commun et de toutes les commodités. Belle maison 2 chambres de +/- 180m2 avec garage. Elle est composée comme suit: AU REZ-DE-CHAUSSEE: Hall d'entrée donnant accès au garage - AU 1ER ETAGE: Lumineux et spacieux séjour de +/- 39m2 - Belle cuisine entièrement équipée (taques, hotte, four, frigo, congélateur et lave-vaisselle) avec de nombreux espaces rangements et donnant accès au jardin orienté SUD-OUEST - Wc séparé - AU 2EME ETAGE: Hall de nuit avec second Wc et placard rangement - 2 grandes chambres de +/- 14m2 et 16m2 - Belle salle de bain. Maison en excellent état général. Libre immédiatement. PEB = D. Loyer: 1650€. A visiter sans tarder! VISITE VIRTUELLE: https://my.matterport.com/show/?m=8rbmgHaHqUp","15 m²
square meters",,Bruxelles (19 communes),,,"120 m²
square meters",,,,1.0,,Isolated,Link to the virtual visit,,1.0,,,,,,,,"215 m²
square meters",Connected,Yes,,,,,,,,,,,,,,,,
1531,February 1 2023 - 12:00 AM,6.0,Installed,2.0,,1.0,1.0,,,,Yes,"471 kWh/m²
kilowatt hour per square meters",G,Not specified,124 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,150
1150 €","€ 250
250€",No,"€1,150 (+ €250)
1150€ + 250€ per month","2 bedrooms | 113 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,7.0,2.0,,"113 m²
square meters","34 m²
square meters","14 m²
square meters","11 m²
square meters",No,,,Yes,,"Avenue des Cerisiers, 212
1200 - Woluwe-St-Lambert",http://www.expertissimmo.eu,5217818,Expertissimmo,1960.0,Just renovated,,Yes,,Yes,,Yes,Yes,No,,,Yes,,,No,,,,Immediately,,"WOLUWE-SAINT-LAMBERT -- Excellente situation à deux pas de la station de métro JOSEPHINE-CHARLOTTE, à proximité de MONTGOMERY et de toutes les commodités. Spacieux appartement 2 chambre entièrement rénové de +/- 113m² situé au 6ème étage d'un immeuble de standing. Vaste hall d'entrée avec porte blindée et vestiaire - Lumineux séjour de +/- 34 m² avec belle vue dégagée - Nouvelle cuisine équipée (hotte, taques, four, frigo, lave-vaisselle, nouveau plan de travail en cours d'installation) donnant accès à un balcon arrière avec débarras - Hall de nuit avec armoires de rangement - 2 Chambres +/- 14 et 11m² dont une avec système d'aération double flux - Belle salle de bain - wc séparé - Cave au sous-sol - Local vélo Concierge. Appartement entièrement repeint, nouvelle cuisine. Double vitrage partout. PEB= G. Loyer = 1150€ + 250€ provisions de charges (chauffage, eau chaude, eau froide, communs).","10 m²
square meters",,Bruxelles (19 communes),,,,,,,1.0,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,,1.0,USA hyper equipped,2.0,,1.0,1.0,,,,,"184 kWh/m²
kilowatt hour per square meters",D,20120424-0000081058-01-9,39 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,600
1600 €","€ 120
120€",No,"€1,600 (+ €120)
1600€ + 120€ per month","2 bedrooms | 115 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,4.0,2.0,,"115 m²
square meters","40 m²
square meters","18 m²
square meters","10 m²
square meters",Yes,,Yes,,,"Avenue des Cerisiers, 212
1200 - Woluwe-St-Lambert",http://www.expertissimmo.eu,5216693,Expertissimmo,1960.0,As new,,,,Yes,,,Yes,No,,,Yes,,,No,,,,Immediately,,"WOLUWE-SAINT-LAMBERT -- Excellente situation à deux pas du métro TOMBERG, des commerces et de toutes les commodités. Superbe appartement meublé 2 chambres de +/-115m2 situé au 1er étage d'un bel immeuble. Il est composé comme suit: Lumineux et spacieux séjour de +/- 40m2 - Belle et grande cuisine super-équipée (taques, hotte, four, frigo, congélateur, lave-vaisselle et micro-ondes) avec coin à déjeuner - Hall de nuit avec buanderie (lave-linge inclus) - 2 chambres de +/- 18m2 et 10m2 dont une donnant accès au balcon arrière - Belle salle de douche avec Wc - Grande cave au sous-sol. Appartement en excellent état général avec chaudière individuelle au gaz. Libre immédiatement. PEB= D. Loyer: 1650€ + provision de charges communes 120€. Possibilité de location d'un garage box + emplacement de parking: 125€. A visiter sans tarder! VISITE VIRTUELLE: https://my.matterport.com/show/?m=g5e8V9iCg4E","14 m²
square meters",,Bruxelles (19 communes),,,,,,,1.0,,Isolated,Link to the virtual visit,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,February 15 2023 - 12:00 AM,2.0,##,2.0,,1.0,1.0,,,,,"142 kWh/m²
kilowatt hour per square meters",C,Not specified,30 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,300
1300 €","€ 150
150€",No,"€1,300 (+ €150)
1300€ + 150€ per month","2 bedrooms | 90 m²
square meters",1000 — Bruxelles,Apartment for rent,3.0,2.0,,"90 m²
square meters",,"15 m²
square meters","11 m²
square meters",Yes,"5 m²
square meters",,,,"Rue des Sablons 19
1000 - Bruxelles",,5217598,Engel & Völkers Sablon,1970.0,As new,Yes,,,,,,Yes,Yes,,,,,,No,,,,Depending on the tenant,,"Ideally located in the Bourse district of Brussels. Superb architect apartment (2CH/1SDB) furnished of ± 90m² with terrace. Located on the 2nd floor, it consists of a bright living room, a dining room, a super-equipped kitchen, a terrace overlooking the green inner courtyard. Night side: A beautiful master bedroom, a guest/children bedroom, a bathroom with separate toilet, many storage spaces, a washing machine. This apartment is decorated with taste and is ideally arranged. Additional information: EPC C Bike parking. Provision of charges: 150€/month (common charges of the building).",,,Bruxelles (19 communes),,,,,,,1.0,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,5.0,Hyper equipped,2.0,,2.0,2.0,Yes,,,,"703 kWh/m²
kilowatt hour per square meters",G,Not specified,141 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 2,450
2450 €","€ 210
210€",No,"€2,450 (+ €210)
2450€ + 210€ per month","2 bedrooms | 170 m²
square meters",1050 — Ixelles,Penthouse for rent,5.0,2.0,,"170 m²
square meters","61 m²
square meters","15 m²
square meters","14 m²
square meters",No,,Yes,Yes,,"Avenue Louis Lepoutre 109
1050 - Ixelles",https://www.engelvoelkers.com/fr-be/brugmann/,5216461,Engel & Völkers Place Brugmann,1920.0,As new,,,,,,,Yes,No,,,Yes,,,No,,,,Immediately,,"W-02QFPO - Bright penthouse of ± 170m² on the 5th floor of a small condominium with lift. It is composed of an entrance hall, a bright reception room and a dining room of ± 61m², a separate fully equipped kitchen with central island of ± 20m², 2 bedrooms (± 14 and ± 15m²), a bathroom ± 7m², a shower room of ± 4m², a cloakroom or office of ± 12m², a guest toilet and a laundry room. Cellar. Double glazing. Alarm system. Armoured door. Possibility to rent a parking space nearby for 215€ / month. Common charges 210€ / month","20 m²
square meters",,Bruxelles (19 communes),,Yes,,,,,1.0,Non flood zone,Isolated,,,1.0,,,,,,"12 m²
square meters",,,,,,,,,,,,,,,,,,,,
1535,,3.0,Hyper equipped,1.0,No,1.0,1.0,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 1,750
1750 €","€ 250
250€",No,"€1,750 (+ €250)
1750€ + 250€ per month","1 bedroom | 75 m²
square meters",Ask for the exact address,Apartment for rent,1.0,1.0,,"75 m²
square meters",,,,Yes,"15 m²
square meters",Yes,Yes,,,,,,2021.0,As new,Yes,,,Yes,South,No,Yes,No,No,No,No,No,No,No,Yes,,,Immediately,,"SHORT-TERM RENTAL POSSIBLE - MIN 3 MONTHS

Newly build 1BR apartment on 3rd floor overlooking courtyard
Fully furnished with high quality, luxurious furniture and hyper-equipped kitchen
South-facing terrace 15sqm
Ultra-fast WiFi & dedicated workspace. Ideal for remote work.
Renting out because of assignment abroad.

Appliances:
- Fridge
- Freezer
- Dishwasher
- Oven
- Microwave oven
- Drip coffee machine “Russel & Hobbs”
- Nespresso coffee machine
- Toaster “Russel & Hobbs”
- Water cooker “Russel & Hobbs”
- Nutribullet blender
- Mixer
- Washing machine
- Dryer
- Lockers for receiving packages

Perfect location:
- 1 min walking to Avenue Louise for shopping
- 5 min to Chaussée d’Ixelles and Centre Ixelles for shopping, restaurants & bars
- 15 min to other major restaurant areas (Flagey, Chatelain, St.Gilles, Sablon)
- 20 min to European Quarter & Cinquantenaire
- 22 min to Grand Place",,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,,12.0,Installed,3.0,No,nan,1.0,No,No,No,Yes,"93 kWh/m²
kilowatt hour per square meters",B,20221220-0000629164-01-8,23 kg CO₂/m²,Not specified,Gas,Yes,No,No,No,Yes,All kind,"€ 1,250
1250 €","€ 235
235€",No,"€1,250 (+ €235)
1250€ + 235€ per month",3 bedrooms,1200 — Woluwe-Saint-Lambert,Apartment for rent,14.0,,1.0,,,,,,"8 m²
square meters",No,Yes,,,,,,,,Yes,Yes,,,,Yes,Yes,No,No,No,No,No,No,No,No,,,Immediately,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,February 1 2023 - 12:00 AM,nan,Installed,3.0,No,1.0,,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,800
1800 €",,No,"€1,800/month
1800€ per month",3 bedrooms,Ask for the exact address,House for rent,,2.0,,,,,,,"1 m²
square meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 m²
square meter",,,,1.0,,,,,,,,,,,,,,,No,,,,,,No,No,No,No,,,,,,,
1538,February 1 2023 - 12:00 AM,3.0,Hyper equipped,1.0,No,nan,1.0,No,No,No,No,"172 kWh/m²
kilowatt hour per square meters",D,Not specified,37 kg CO₂/m²,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 780
780 €","€ 125
125€",No,"€780 (+ €125)
780€ + 125€ per month","1 bedroom | 56 m²
square meters",1020 — Bruxelles,Apartment for rent,,,,"56 m²
square meters",,,,,,No,Yes,,,,,,,As new,,,,,,No,Yes,No,Yes,No,Yes,No,No,No,Yes,,,,,,,,,,,"800 m²
square meters",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,March 1 2023 - 12:00 AM,6.0,,,No,1.0,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,No,Yes,All kind,"€ 770
770 €","€ 130
130€",No,"€770 (+ €130)
770€ + 130€ per month","55 m²
square meters",1000 — Brussels,Studio for rent,6.0,1.0,,"55 m²
square meters",,,,,"5 m²
square meters",Yes,No,,,,,,,As new,,,,,,No,Yes,No,No,No,No,No,No,No,No,,,,,"Bright studio unfurnished of 55 m2, located only 2 steps away from public transport, and the Botanique park. Renovated bathroom, American équipes kitchen,; renovation works will be complete by the end of February. The studio is located at the back of the building, therefore it is calm. Contact by mail please or in the afternoon.",,,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,"Bright studio of 55 m2, located only 2 steps away from public transport, and the Botanique park. Renovated bathroom, American kitchen, and new wooden floors, renovation works will be complete by the end of February. The studio is located at the back of the building, therefore it is calm. Contact in the afternoon please.",,,,,
1540,,3.0,Hyper equipped,2.0,No,1.0,1.0,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 975
975 €","€ 65
65€",No,"€975 (+ €65)
975€ + 65€ per month","2 bedrooms | 73 m²
square meters",1150 — Woluwe-Saint-Pierre,Apartment for rent,3.0,3.0,,"73 m²
square meters",,,,,"3 m²
square meters",Yes,No,,,,,,,,Yes,,,Yes,East,No,No,No,No,No,Yes,No,No,No,Yes,,,Immediately,,"Completely renovated apartment of 73 m2 in Woluwé Saint Pierre. Available immediately. Small building with low common charges. Very close to shops, town hall, Woluwe park and public transport (Chien Vert tram stop). Fully equipped kitchen (fridge/freezer, oven, dishwasher, extractor and gas hob), 2 bedrooms, living room, 1 bathroom, entrance hall, separate toilet, armoured door, cupboards/cloakroom, terrace and cellar. Location dryer and washing machine. Easy parking in the street. Double glazing and recent condensing boiler. Individual water, electricity and gas meters. Call for visits: 0495 58 34 89 if French and 0496 57 35 41 if English (leave a voice mail with your contact details if no answer).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,January 12 2023 - 12:00 AM,1.0,USA installed,1.0,,1.0,1.0,,,,,"195 kWh/m²
kilowatt hour per square meters",D,Not specified,37 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,500
1500 €",,No,"€1,500/month
1500€ per month","1 bedroom | 88 m²
square meters",1050 — Ixelles,Apartment for rent,3.0,2.0,,"88 m²
square meters","27 m²
square meters","18 m²
square meters",,Yes,"5 m²
square meters",Yes,,,"9 rue Berckmans
1060 - Saint-Gilles",http://www.yourealestate.be,5217790,You Real Estate,1890.0,As new,,Yes,,,,,No,No,,,,,,No,,,,Immediately,7 m,"Located between Place Brugmann and Ma Campagne, this bright furnished apartment offers a large dining room with a fully equipped kitchen, a living room and a bedroom with access to an outdoor space and a shower room. Quality finishes, character and high ceilings. Space for bicycle. Ideal location: close to shops, restaurants, transportation Provision for heating, water and electricity for the apartment: 250 euros/month Available now. Apartment coup de coeur. Must-see property",,,,,,,,,,75.0,,Isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,January 12 2023 - 12:00 AM,nan,Installed,3.0,No,1.0,,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 2,100
2100 €",,No,"€2,100/month
2100€ per month",3 bedrooms,1200 — Woluwe-Saint-Lambert,House for rent,,2.0,,,,,,,,Yes,No,,,,,,,Just renovated,Yes,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,"150 m²
square meters",,,,1.0,,,,,1.0,,,,,,,,,Connected,No,,,,,,No,No,No,No,,,,,,,
1543,March 1 2023 - 12:00 AM,2.0,USA semi equipped,,,1.0,1.0,,,,,"176 kWh/m²
kilowatt hour per square meters",D,Not specified,43 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 780
780 €","€ 150
150€",No,"€780 (+ €150)
780€ + 150€ per month","64 m²
square meters",1000 — BRUXELLES,Studio for rent,8.0,3.0,,"64 m²
square meters","41 m²
square meters",,,No,,Yes,,No,"Avenue Louise 200
1050 - Bruxelles",http://www.trevi.be,209637 -,TREVI,1960.0,Good,,,,Yes,,,Yes,Yes,Yes,,,,,,,,No,,,"BRUXELLES, IXELLES - Châtelain, close to public transport and shops, magnificent studio of ±64m² located on the 2nd floor comprising : Entrance hall, large living room of ±42m², fully equipped kitchen (oven, hob, hood, fridge/freezer, washing machine), bathroom, separate toilet. Cellar n°3. Charges: provision of 100€ (common). Available on 01/03/2023. PEB : D. Measurements given as an indication.",,,Bruxelles Centre,,,,,,No,,Non flood zone,Shop street,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,
1544,,3.0,Semi equipped,2.0,No,1.0,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 785
785 €",,No,"€785/month
785€ per month",2 bedrooms,1000 — Bruxelles,Apartment for rent,3.0,1.0,,,,"65 m²
square meters",,,,Yes,No,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,,,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,January 16 2023 - 12:00 AM,4.0,USA hyper equipped,2.0,,1.0,2.0,,,,Yes,"193 kWh/m²
kilowatt hour per square meters",D,Not specified,39 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,825
1825 €","€ 150
150€",No,"€1,825 (+ €150)
1825€ + 150€ per month","2 bedrooms | 120 m²
square meters",Ask for the exact address,Apartment for rent,4.0,,,"120 m²
square meters","30 m²
square meters","15 m²
square meters","15 m²
square meters",No,"90 m²
square meters",,Yes,No,"Rue de Laeken 91
1000 - Bruxelles",,45336 - 171,Espace Immo Brussels CENTRE,2020.0,Just renovated,,,,,,,Yes,,,,,,,,,,,Immediately,,"Sorry, there is no English translation. Proximité de Montgomery, commission européenne et de la VUB, zone très bien désservie en transport - Au 4ème étage d'une petite copropriété entièrement rénovée en 2020 avec ascenseur et porte blindée, magnifique penthouse de +/- 120m² composé comme suit : un hall d’entrée, un beau et grand séjour/salle à manger +-30m², parquet et carrelage, une cuisine américaine hyper équipée (+-15m²) (taque induction, four, frigo réfrigérateur, hotte, lave vaisselle...), un hall de nuit, 2 belles chambres (+-15m², +-15m²), une salle de bain avec évier double vasque et wc (+-10m²), une salle de douche (+-4m²), une buanderie(+-4m²), un wc séparé(+-2m²), une grande terrasse de+-90m² avec vue à 360° sur tout Bruxelles,pièce de stockage(+-2m²) - Cave (+-5m²) - Garage privé (option à 150€) - Double vitrage aluminium - Chauffage individuel au gaz - Provision : 150€/mois (communs, ascenseur, adoucisseur d'eau) - PEB : D - Libre immédiatement","15 m²
square meters","5 m²
square meters",,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,,nan,USA hyper equipped,11.0,No,6.0,6.0,Yes,Yes,No,No,"281 kWh/m²
kilowatt hour per square meters",F,20210526-0000589451-01-0,Not specified,Not specified,Gas,No,No,No,Yes,Yes,All kind,"€ 6,850
6850 €",,Yes,"€6,850/month
6850€ per month","11 bedrooms | 566 m²
square meters",1060 — Saint-Gilles - Sint-Gillis,Mixed-use building for rent,,1.0,1.0,"566 m²
square meters","24 m²
square meters","22 m²
square meters","22 m²
square meters",Yes,"30 m²
square meters",Yes,No,,,,,,,Just renovated,,,Yes,,,No,Yes,No,Yes,No,No,No,No,No,Yes,,,Immediately,,"11 bedroom accomodation + office + garage/warehouse

Perfect for companies or large families; multi-use building in Saint Gilles 150m from Gare du Midi.

Beautiful House with 11 bedrooms, fully furnished (new beds/mattress/wardrobe/desk/chair)
5 ensuites the others with bathroom on the same floor)
1 Large shared kitchen (2 cookstoves, 2 fridges, 2 microwaves, lots of pot/pans/cutlery/etc)
1 large 8 seater sofa living room
Outdoor area with outdoor furniture
Warehouse or parking garage
Office.

Conditions:
No tourism activity
Tenant must pay cadastral (6000 euro per year)
Tenant must take Gas/Electric/water contract in their name
Tenant will pay for boiler maintenance

Landlord will pay for lift maintenance
2-month guarantee
1 - 3 year contract","24 m²
square meters","15 m²
square meters",,,,,,,,2.0,Non flood zone,,,,7.0,,,,,"15 m²
square meters","180 m²
square meters",,,Connected,Yes,,,,,,No,No,No,No,"18 m²
square meters",,"18 m²
square meters",,,,1.0
1547,,2.0,USA hyper equipped,1.0,,1.0,1.0,,,,,"372 kWh/m²
kilowatt hour per square meters",G,Not specified,59 kg CO₂/m²,Not specified,Electric,,,,,Yes,,"€ 1,250
1250 €","€ 150
150€",No,"€1,250 (+ €150)
1250€ + 150€ per month","1 bedroom | 127 m²
square meters",1000 — Bruxelles,Apartment for rent,4.0,2.0,,"127 m²
square meters","25 m²
square meters",,,No,,Yes,,No,"Avenue Louise 200
1050 - Bruxelles-Quartier Louise",http://www.trevi.be,240670 - 4800907,Trevi Gestea,2005.0,As new,,,,,,Yes,Yes,Yes,,,,,,,,,,,,"1000 BRUSSELS (Rue du Vieux Marché aux Grains 40 - 2nd floor) Close to the historical center of Brussels, nice apartment with common terrace on the roof The apartment is located on the 2nd floor. It has a fully equipped kitchen, shower room and large living space. The building has a common roof terrace. Bicycle room accessible to the occupants. Possibility of parking for an additional fee. Individual gas boiler, common charges of 150€/month. INFO & VISITE : Antoine - 0478 65 26 40 - adj@gestea.be","5 m²
square meters",,Bruxelles Centre,,Yes,,,,,1.0,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,February 20 2023 - 12:00 AM,1.0,Not installed,2.0,,1.0,1.0,,,,,"141 kWh/m²
kilowatt hour per square meters",C,Not specified,30 kg CO₂/m²,Not specified,,,,,,Yes,,"€ 1,290
1290 €","€ 150
150€",No,"€1,290 (+ €150)
1290€ + 150€ per month","2 bedrooms | 85 m²
square meters",Ask for the exact address,Apartment for rent,,,,"85 m²
square meters","30 m²
square meters",,,No,,,,No,"Avenue Louise 200
1050 - Bruxelles-Quartier Louise",http://www.trevi.be,240665 - 5095373,Trevi Gestea,,,,,,,,,,,,,,,,,,,,,,"Sorry, there is no English translation. Rue Jean Stas 28 à 1060 Bruxelles. Un village dans la ville ! A proximité de l’avenue Louise, dans immeuble récent, très bel appartement 2 chambres. Un salon/salle à manger très lumineux avec cuisine américaine équipée. Hall de nuit donnant accès aux 2 chambres, salle de bains et buanderie Cave en sous-sol. Proche des transports, commerces et restaurants. A voir rapidement ! PEB : C- Loyer 1290 € + Charges communes à 150 €. Infos & Visites avec Jérôme BOONE au 0475 54 09 75 ou jboone@trevi.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,January 15 2023 - 12:00 AM,11.0,,2.0,,1.0,1.0,,,,,"240 kWh/m²
kilowatt hour per square meters",E,Not specified,51 kg CO₂/m²,Not specified,,,,,,,,"€ 970
970 €","€ 200
200€",No,"€970 (+ €200)
970€ + 200€ per month","2 bedrooms | 71 m²
square meters",Ask for the exact address,Apartment for rent,16.0,,,"71 m²
square meters",,,,No,"16 m²
square meters",,,No,"Rue de Pervyse, 37
1040 - Etterbeek",http://www.immoschmidt.be,27750 - 18819,Immobilière Schmidt,,,,,,,,,Yes,,,,,,,,,,,To be defined,,"Sorry, there is no English translation. IMMOSCHMIDT (Réf.18816 ) - WOLUWE SAINT LAMBERT / LIBRE 1/02/23 - : Bel appartement lumineux de 71m² comprenant un hall d'entrée, un living, une salle à manger, une chambre, une salle de bain et une cuisine équipée. Belle opportunité ! PEB: E - Proche des transports en communs et des commerces.Plus de détails et autres biens sur www.immoschmidt.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
